srcNodeId,dstNodeId,amount,delay
5,21,500.0,567.8455431076835
5,44,1000.0,830.6568076998185
7,46,1000.0,498.2372625212442
5,6,50.0,269.2
9,25,50.0,676.84
30,37,100.0,622.9939316519421
10,47,100.0,609.6469299673015
25,39,1000.0,543.7325232491543
31,9,100.0,554.7062400744355
37,3,100.0,1067.8588463524688
3,2,500.0,77.30173800776672
5,38,500.0,453.64554122563277
37,46,100.0,1575.9207249407575
5,30,100.0,644.6849417914814
43,6,1000.0,1173.3547580622371
4,21,50.0,651.9165715647997
10,8,500.0,194.57
4,3,500.0,84.02
46,39,500.0,482.52393537646776
43,1,50.0,914.5169248508894
44,43,500.0,639.8766636304997
7,31,50.0,509.2934364054841
25,7,500.0,268.99
44,46,50.0,246.03388515671085
41,4,1000.0,836.375484972999
4,25,500.0,398.5372707913699
32,47,500.0,566.5677594991143
5,41,50.0,598.1934468147758
32,44,100.0,695.8579750333429
47,39,1000.0,112.87
9,38,1000.0,724.2508026067707
25,32,1000.0,785.5098105276516
7,43,50.0,914.4043354999927
31,25,1000.0,543.7414114456413
4,39,50.0,257.6645706519601
36,44,100.0,913.6184022365952
32,41,1000.0,517.53
2,41,50.0,944.5738851036739
21,8,100.0,766.4668653528898
38,5,50.0,487.58693452151675
3,46,1000.0,438.7670374210095
32,37,50.0,506.09
3,44,1000.0,207.01099176179795
9,2,1000.0,869.4935126794416
44,39,500.0,160.73539752257926
43,30,100.0,551.778689562287
6,21,1000.0,546.8880440846428
36,25,50.0,709.0790611948406
5,31,50.0,526.2520568394899
36,46,500.0,837.5554136695407
5,47,50.0,391.9939457132569
45,32,50.0,908.9704817881504
39,6,500.0,456.05928446458256
45,44,500.0,43.62
47,10,100.0,435.7341651452386
37,1,50.0,1091.009565620276
8,36,1000.0,697.6743012550945
4,46,50.0,348.35820791429484
2,9,50.0,718.8101609518105
37,30,500.0,613.9097937614779
9,46,500.0,601.758985569151
41,36,50.0,704.49
8,3,1000.0,622.5962498196307
31,41,50.0,302.43007107490365
43,45,100.0,680.2210444284779
44,30,50.0,609.0285262345027
7,41,100.0,595.6793901974572
47,7,500.0,540.2661195987365
2,5,50.0,423.11290621864475
30,41,500.0,652.45
30,4,1000.0,733.6594339965764
21,31,500.0,138.2
41,8,500.0,660.9158608088546
9,37,50.0,946.7477031148363
39,47,500.0,112.87
37,2,50.0,1748.8767178116345
10,30,100.0,646.1464339255947
1,39,1000.0,292.97354670121683
8,25,1000.0,194.57
2,7,1000.0,626.0848334371597
37,6,500.0,1319.0926923575737
10,5,1000.0,287.7
41,37,1000.0,656.26
46,5,1000.0,519.4917992545877
25,38,1000.0,398.1931606725754
39,43,500.0,848.1889775012254
31,44,50.0,447.80294098018004
39,25,1000.0,604.3173594322091
30,46,50.0,528.9295990258948
30,31,500.0,202.39
36,10,50.0,973.1915212098593
10,39,50.0,442.7069708130597
7,8,50.0,242.73
10,37,100.0,1605.8604905257525
45,36,500.0,591.7373198475892
39,1,1000.0,136.68487850895116
41,32,100.0,517.53
9,30,1000.0,660.8541346519978
30,38,100.0,678.4759214565603
30,10,100.0,967.2587583859106
6,45,1000.0,871.4794601867034
4,32,1000.0,645.2326059725119
7,10,1000.0,153.37
32,1,100.0,626.0376010706327
32,38,50.0,1011.9722396184468
1,3,500.0,71.41
45,1,500.0,205.95842851514104
44,4,50.0,210.92776217885321
41,47,500.0,864.2922694904544
38,30,500.0,685.5768117751714
36,2,50.0,1389.682931880101
7,4,1000.0,330.3950895306306
41,10,500.0,741.5246723583634
2,47,100.0,338.0146443753491
6,36,500.0,642.8732123341359
36,43,1000.0,990.1311086093333
6,9,500.0,157.2
32,4,500.0,628.5102332472163
36,5,1000.0,799.6318003902372
2,6,50.0,403.09684803505866
8,46,1000.0,774.7944964137935
10,44,500.0,710.5281019942656
36,47,1000.0,726.1183393049574
37,32,100.0,506.09
43,21,1000.0,796.2180153182242
32,9,100.0,655.7931996512528
6,8,50.0,249.19
38,21,1000.0,605.8741534780613
43,25,1000.0,952.8958555195243
46,45,1000.0,276.7149302213337
9,47,500.0,797.0447775243229
8,30,500.0,752.5403215126184
2,1,500.0,136.6603413804799
5,45,500.0,536.0350456662554
46,30,50.0,750.1225385212647
4,43,50.0,960.816644515067
43,32,500.0,458.50699853315666
4,2,1000.0,125.31
25,30,1000.0,1073.6507847734492
41,44,50.0,683.8196400547541
32,39,50.0,1036.135267258263
4,10,500.0,324.9192576799725
10,46,50.0,671.6731046640404
45,46,500.0,301.1124391800426
37,47,1000.0,1037.880711214942
32,25,500.0,689.7488525265787
2,4,1000.0,125.31
47,32,1000.0,599.2603751418812
38,46,100.0,326.2145158702553
5,8,50.0,751.61
46,47,1000.0,194.3943754688395
47,37,100.0,1059.931263213623
36,45,1000.0,827.8332040537891
46,32,1000.0,619.2492221612026
47,4,500.0,69.5524888499631
21,43,100.0,449.9778565494142
46,21,500.0,811.230135446616
31,4,100.0,581.2921523570559
31,47,50.0,597.0727166952655
4,37,500.0,1052.998019855493
