srcNodeId,dstNodeId,amount,delay
32,9,100.0,14.363806885697485
23,20,500.0,657.054551629335
27,7,1000.0,517.7209009733833
26,8,1000.0,501.13853279308756
22,9,500.0,21.273427957825522
9,35,100.0,21.69460301941858
23,9,50.0,23.330657951158635
2,33,50.0,22.10615740390605
3,7,500.0,90.29716451643323
2,20,100.0,639.2554298371418
31,21,1000.0,80.11796770872414
3,8,1000.0,89.76596995524201
4,37,1000.0,48.19423267516369
7,4,50.0,12.06
36,4,100.0,49.83301916234888
2,22,50.0,37.07161724822776
26,10,100.0,622.9932547724749
29,8,100.0,43.14104964612271
8,30,500.0,36.56
26,9,500.0,514.3931624968201
31,24,100.0,753.8862097245018
37,21,50.0,66.89757183526582
27,22,100.0,648.9559444430981
2,29,50.0,77.33268182119795
1,34,1000.0,15.655047514196562
3,4,100.0,63.81060031719509
8,6,1000.0,36.15
36,34,50.0,19.84490577441308
24,32,500.0,732.8341885752367
19,34,100.0,622.2823532822755
4,27,50.0,648.4103699170728
20,24,100.0,818.38
22,29,100.0,75.16410752403124
10,19,100.0,550.9403576715877
30,10,1000.0,29.290187950421824
10,2,1000.0,21.94423997474133
23,25,1000.0,638.2525109759478
27,37,50.0,634.2219374506976
4,24,100.0,681.4746734664536
36,6,50.0,28.468915513068
22,3,50.0,68.30085917541663
7,19,500.0,589.9393127823985
4,3,100.0,50.7477313911394
37,20,100.0,659.8973652851815
6,23,500.0,23.944822024579953
1,20,500.0,636.5474268553851
33,19,100.0,510.80206092946446
32,20,50.0,643.0969738958452
9,27,50.0,654.2616104894005
27,33,1000.0,645.4243835806533
7,27,50.0,582.4235538760648
8,2,1000.0,35.33
19,3,500.0,641.9480104337836
22,26,50.0,671.185035033758
26,29,500.0,691.7358745930242
30,4,100.0,37.8
24,8,50.0,744.828068725621
29,2,100.0,83.62749197906527
6,37,1000.0,35.43054549642194
34,6,50.0,11.57828034011159
3,31,50.0,59.286268641244945
3,2,500.0,49.04037664058202
37,3,50.0,82.17776018647189
27,25,100.0,593.32
8,32,100.0,13.559535559602658
36,20,100.0,652.8080403659527
2,24,500.0,670.1000179631719
30,23,50.0,30.740402645818307
19,31,100.0,564.6781670733878
26,4,100.0,772.3137709054657
31,27,100.0,513.2221725859381
1,8,500.0,35.33
7,29,50.0,42.82847763404084
30,9,500.0,37.8
26,34,50.0,702.6923447337679
6,27,500.0,570.1649672196531
6,26,500.0,494.3795115374345
1,22,50.0,31.100100846370438
19,24,500.0,707.07
8,7,100.0,11.0
10,3,100.0,66.13268204222302
3,26,500.0,722.0832506085255
6,31,1000.0,12.06
26,22,50.0,570.2006032351862
26,21,500.0,668.1631901940784
20,32,50.0,1043.6999684594407
29,30,1000.0,44.84482079523077
2,3,50.0,49.264013168276804
19,21,1000.0,541.3223573704782
26,30,50.0,782.0868333507096
4,7,1000.0,12.06
7,3,500.0,55.588768816164574
31,30,100.0,12.06
4,23,500.0,40.4065071341838
36,1,100.0,29.917331979507047
37,34,500.0,32.66600910499027
25,24,500.0,792.92
24,9,50.0,672.8896055549619
31,35,1000.0,20.927736820987047
8,31,1000.0,11.86
20,23,50.0,659.4887965575232
4,21,100.0,83.66195703095057
4,22,500.0,23.4652347375043
2,8,50.0,35.33
30,2,1000.0,37.12
29,34,50.0,61.08069136025948
25,10,1000.0,565.978368097853
10,25,1000.0,571.7444535382309
9,10,500.0,20.368776475342514
36,7,50.0,31.374912710061732
3,36,50.0,75.36905525865868
24,35,50.0,644.616922119908
26,7,100.0,578.2645494658686
8,34,500.0,11.075559898795136
4,8,50.0,36.56
8,19,100.0,526.1236158110875
32,4,100.0,17.177597930637617
25,4,50.0,550.7561900780923
30,35,50.0,23.29625872662094
1,37,500.0,55.34349724630594
22,30,50.0,29.312950561855423
31,26,50.0,421.0261291484539
1,24,100.0,645.7958947197966
10,20,50.0,644.3347801148951
20,35,500.0,655.3308597181158
23,1,500.0,42.02697159526153
10,27,100.0,482.1606667815248
25,31,1000.0,904.4972610903969
32,1,50.0,21.082678963334505
23,37,100.0,16.71737310141665
4,32,100.0,14.367273344798594
37,33,1000.0,38.23059712471293
6,1,50.0,36.61
19,32,50.0,585.5802042551067
7,6,1000.0,12.06
35,32,100.0,16.420763891418023
26,36,50.0,749.3787301348651
27,24,100.0,299.42
4,26,1000.0,642.5359255951489
24,10,1000.0,720.8520881203056
34,36,1000.0,21.15953442805497
29,21,100.0,136.83215504728173
31,4,500.0,12.06
4,34,100.0,20.36618621645774
30,25,1000.0,551.5439006965623
8,1,500.0,35.33
10,29,1000.0,66.10777150702131
7,10,500.0,17.880320240302083
31,22,1000.0,37.047987095988915
25,33,500.0,579.8769630364359
21,2,1000.0,71.93140247387512
1,3,500.0,48.94822034378809
27,20,100.0,255.74
35,22,50.0,16.469645056491867
22,24,500.0,680.6077349705777
21,24,1000.0,750.0122061804334
30,19,500.0,515.5673307297154
3,35,100.0,67.8930517480061
21,36,1000.0,39.91347352654245
27,2,100.0,684.7936278177388
24,25,50.0,792.92
24,27,1000.0,299.42
29,22,1000.0,118.59195489163272
33,29,50.0,71.28033869077682
24,4,50.0,757.3461038081639
6,10,500.0,16.218647494315128
36,10,500.0,23.23371239865447
31,1,1000.0,12.06
6,7,500.0,12.06
35,6,1000.0,21.57046861454504
35,24,100.0,753.2425957122867
29,10,1000.0,60.13908844437924
1,30,1000.0,37.12
31,2,100.0,12.06
26,19,50.0,667.63
32,24,50.0,750.9447947727404
32,36,50.0,24.05430320383189
10,37,1000.0,41.341858541220105
29,31,100.0,57.563888070976965
29,1,100.0,79.6231979076901
1,9,500.0,36.61
33,25,100.0,564.986509894579
9,1,1000.0,36.61
